User_ID,Age,Gender,Total_App_Usage_Hours,Daily_Screen_Time_Hours,Number_of_Apps_Used,timestamp,hour,Gaming_App_Usage_Hours,Location,day_of_week
357,31,Male,4.31,9.79,15,3.38,4.9,4.6,Chicago,Sunday
358,29,Female,11.79,2.81,29,1.98,2.1,0.47,Los Angeles,Monday
359,40,Male,6.22,4.31,17,3.78,2.51,2.72,Phoenix,Tuesday
360,32,Female,5.21,12.38,26,2.27,4.55,3.7,Houston,Wednesday
361,45,Female,2.32,3.38,18,2.06,3.59,3.78,Los Angeles,Thursday
362,51,Female,11.72,4.62,29,4.67,2.91,3.03,Houston,Friday
363,19,Female,1.22,2.68,23,1.25,3.99,0.83,Houston,Saturday
364,49,Female,9.11,9.79,25,0.6,4.32,3.99,Los Angeles,Sunday
365,40,Female,9.45,13.27,26,2.92,2.28,3.6,Phoenix,Monday
366,39,Female,3.68,4.5,11,4.85,2.38,0.43,New York,Tuesday
367,42,Female,8.39,7.18,5,1.89,1.93,2.32,Houston,Wednesday
368,39,Male,2.02,9.25,21,0.31,4.83,0.87,Houston,Thursday
369,39,Male,3.83,13.99,22,1.7,3.49,1.69,Phoenix,Friday
370,59,Male,9.67,2.36,7,2.53,0.42,0.09,Phoenix,Saturday
371,23,Male,10.51,7.48,12,0.81,4.31,2,Chicago,Sunday
372,32,Female,7.69,6.01,19,3.29,2.4,2.75,Phoenix,Monday
373,54,Male,6.58,12.26,17,4.99,0.34,3.1,Houston,Tuesday
374,50,Female,2.75,7.19,25,2.26,2.75,3.32,Los Angeles,Wednesday
375,25,Male,1.69,2.44,27,1.77,2.09,4.18,New York,Thursday
376,22,Male,2.29,9.25,10,2,4.39,1.08,Chicago,Friday
377,56,Male,3.5,11.02,17,0.58,1.02,0.6,Los Angeles,Saturday
378,21,Female,4.76,1.04,23,4.42,4.13,4.26,New York,Sunday
379,23,Male,5.19,12.17,16,2.07,2.79,0.78,New York,Monday
380,49,Female,4.81,3.42,22,1.94,0.27,4.87,New York,Tuesday
381,47,Female,3.63,8.18,9,3.3,4.86,4.21,Los Angeles,Wednesday
382,52,Male,6.61,6.41,23,2.21,2.56,2.5,Chicago,Thursday
383,57,Male,10.08,10.36,25,3.24,1.45,4.91,Chicago,Friday
384,33,Male,4.08,5.83,14,0.31,2.35,0.49,New York,Saturday
385,30,Female,11.37,12.31,19,4.07,4.29,1.52,Los Angeles,Sunday
386,59,Male,10.61,10.5,19,4.7,1.52,3.19,New York,Monday
387,47,Female,2.78,9.42,12,3.24,0.96,1.75,Phoenix,Tuesday
388,36,Female,9.65,11.35,21,4.77,0.65,4.64,Chicago,Wednesday
389,34,Male,7.32,10.8,16,0.76,1.49,0.33,Houston,Thursday
390,36,Male,7.23,1.47,13,2.39,3.9,2.75,New York,Friday
391,45,Female,5.3,6.13,4,3.01,2.36,2.95,Phoenix,Saturday
392,43,Female,6.51,13.1,20,2.91,1.14,3.26,Chicago,Sunday
393,54,Female,5.37,2.63,9,2.01,0.83,1.28,Los Angeles,Monday
394,43,Male,6.94,10.58,14,1.69,1.66,1.82,Chicago,Tuesday
395,40,Female,7.91,13.67,28,0.63,4.7,4.22,Los Angeles,Wednesday
396,26,Male,8.42,1.68,4,1.96,1.72,0.97,Los Angeles,Thursday
397,29,Female,6.86,9.87,29,0.81,4.94,4.13,New York,Friday
398,18,Female,8.94,7.09,22,3.67,2.43,2.81,New York,Saturday
399,18,Male,2.55,8.53,20,1.04,0.9,3.81,Chicago,Sunday
400,51,Female,3.33,2.11,8,0.29,4.46,3.57,Phoenix,Monday
401,49,Male,10.01,1.56,26,2.76,2.3,1.04,Chicago,Tuesday
402,42,Male,4.55,9.67,12,2.98,3.55,2.84,Houston,Wednesday
403,57,Female,1.25,11.7,22,4.36,4.92,4.34,Los Angeles,Thursday
404,18,Male,2.69,11.17,17,2.88,0.25,2.16,Los Angeles,Friday
405,33,Male,3.46,8.07,7,1.73,0.48,4.83,New York,Saturday
406,56,Female,11.53,2.3,22,4.02,3.6,2.26,Phoenix,Sunday
407,22,Male,7.3,9.94,5,2.7,1.41,0.71,New York,Monday
408,39,Male,11.26,4.14,7,0.4,0.92,1.95,Houston,Tuesday
409,46,Male,7.33,12.84,27,2.83,0.2,4.76,Chicago,Wednesday
410,20,Female,6.27,11.9,10,4.54,0.11,1.6,Chicago,Thursday
411,29,Male,4.45,10.22,10,1.98,3.87,4.34,Phoenix,Friday
412,43,Female,7.67,13.33,10,1.48,0.67,4.41,New York,Saturday
413,33,Female,2.53,1.41,14,0.72,2.34,1.75,New York,Sunday
414,54,Male,10.88,10.57,26,0.76,3.03,0.42,Houston,Monday
415,39,Male,10.12,5.29,25,2.16,2.14,3.62,Chicago,Tuesday
416,46,Male,4.49,12.78,10,2.98,0.14,1.56,New York,Wednesday
417,31,Female,11.48,4.47,13,0.4,3.92,3.91,Phoenix,Thursday
418,45,Male,10.08,10.42,16,4.7,0.05,2.21,Chicago,Friday
419,22,Male,8.33,12.41,10,3.78,3.81,2.43,Houston,Saturday
420,47,Male,2.34,1.54,26,2.93,4.47,3.89,Phoenix,Sunday
421,22,Male,6.26,6.17,12,4.14,2.16,1.91,Los Angeles,Monday
422,29,Male,6.57,10.91,9,0.4,2.68,2.22,Houston,Tuesday
423,33,Female,3.56,6.91,19,2.38,2.38,1.88,Phoenix,Wednesday
424,43,Female,1.88,4.47,6,3.15,1.95,1.84,New York,Thursday
425,43,Male,9.54,3.86,15,4.14,4.44,2.63,Los Angeles,Friday
426,38,Male,2.34,2.71,6,3.92,4.47,4.04,Houston,Saturday
427,56,Male,7.54,12.14,7,1.39,1.68,1.81,New York,Sunday
428,53,Male,11.3,8.48,28,4.7,3.08,2.62,Los Angeles,Monday
429,50,Female,10.64,1.99,24,0.62,4.63,3.35,Chicago,Tuesday
430,47,Male,4.06,5.97,6,4.38,4.81,1.35,New York,Wednesday
431,54,Female,10.37,5.78,20,4.85,2.54,1.39,Phoenix,Thursday
432,40,Female,1,3.36,8,0.89,2.26,4.67,Houston,Friday
433,27,Male,1.19,6.66,26,3.61,1.39,3.62,Los Angeles,Saturday
434,22,Female,7.63,5.32,26,0.2,4.79,2.89,New York,Sunday
435,53,Female,5.01,5.44,25,2.03,0.71,3.24,Chicago,Monday
436,51,Female,5.25,10.61,24,2.58,2.9,0.15,Houston,Tuesday
437,48,Female,7.21,3.9,4,2.9,1.41,3.09,Houston,Wednesday
438,27,Male,3.11,9.34,25,4.68,1.4,2.55,New York,Thursday
439,36,Male,3.33,8.42,13,3.36,2.02,2.73,Chicago,Friday
440,49,Female,6.33,8.39,16,2.41,4.99,1.8,Los Angeles,Saturday
441,18,Male,9.3,9.62,7,4.05,0.27,0.41,New York,Sunday
442,22,Male,7.81,8.13,8,4.75,2.89,0.97,Los Angeles,Monday
443,21,Male,4.27,12.43,12,0.11,0.41,4.75,Houston,Tuesday
444,33,Male,5.73,9.78,10,4.91,0.77,2.04,Los Angeles,Wednesday
445,41,Male,2.88,8.11,16,0.43,2.2,2.33,Chicago,Thursday
446,33,Female,1.82,11.79,26,4.07,2.55,0.26,Phoenix,Friday
447,19,Male,9.61,8.88,5,1.4,1.29,0.19,Chicago,Saturday
448,45,Male,3.92,4.78,14,0.66,1.58,3.59,Los Angeles,Sunday
449,49,Male,2.96,3.69,18,2.2,0.43,2.69,New York,Monday
450,44,Male,8.61,2.98,25,3.22,1.52,2.54,Houston,Tuesday
451,37,Female,7.8,12.69,19,1.9,4.83,1.22,Phoenix,Wednesday
452,41,Female,7.97,10.23,3,0.27,4.72,3.72,New York,Thursday
453,29,Female,3.52,13.19,25,3,1.67,0.84,New York,Friday
454,52,Female,3.56,8.84,12,4.51,2.85,0.95,Chicago,Saturday
455,50,Male,3.43,7.15,27,1.92,4.55,2.3,Los Angeles,Sunday
456,50,Female,2.91,1.78,25,1.08,0.03,1.43,Chicago,Monday
457,54,Male,8.21,9.73,12,2.21,4.05,1.24,Los Angeles,Tuesday
458,29,Male,10.33,8.57,23,0.24,4.74,3.23,Chicago,Wednesday
459,20,Male,8.97,13.87,26,4.1,0.46,3.25,New York,Thursday
460,18,Male,9.71,4.11,4,4.13,0.81,4.12,Houston,Friday
461,50,Male,5.45,7.9,11,2.94,4.8,2.09,Los Angeles,Saturday
462,57,Female,8.19,9.46,24,1.77,2.69,0.37,Phoenix,Sunday
463,27,Female,4.9,9.38,15,4,0.07,1.37,Phoenix,Monday
464,46,Female,6.78,8.3,27,2.77,1.29,4.9,New York,Tuesday
465,30,Female,6.3,11.1,18,4.13,2.25,2.98,Chicago,Wednesday
466,29,Male,2.95,3.66,20,3.16,3.46,3.55,Chicago,Thursday
467,48,Female,5.26,10.43,21,3.92,3.67,0.04,New York,Friday
468,19,Male,11.6,9.06,14,2.99,4.98,2.59,Phoenix,Saturday
469,52,Female,3.73,12.65,10,2.07,1.44,0.19,Phoenix,Sunday
470,40,Male,2.47,12.01,19,4.79,2.69,2.85,Chicago,Monday
471,34,Male,5.6,5.1,17,2.71,2.67,4.6,Los Angeles,Tuesday
472,43,Female,9.69,4.59,12,3.03,2.03,4.84,Houston,Wednesday
473,25,Male,7.4,13.76,17,1.1,0.85,2.7,Los Angeles,Thursday
474,46,Male,8.49,7.85,17,3.13,4.89,2.29,Phoenix,Friday
475,43,Female,3.09,12.78,25,2.86,4.27,4.73,Los Angeles,Saturday
476,27,Male,7.81,3.13,9,0.92,2.49,3.37,Houston,Sunday
477,43,Female,4.56,9.36,15,0.3,3.02,0.32,Los Angeles,Monday
478,51,Female,10.18,11.53,19,3.02,1.14,2.33,Los Angeles,Tuesday
479,58,Female,7.92,13.32,11,3.82,2.72,1.2,Los Angeles,Wednesday
480,24,Male,3.19,5.39,10,2.62,3.47,2.35,Los Angeles,Thursday
481,21,Male,1.71,10.42,22,1.13,2.58,2.28,New York,Friday
482,28,Male,1.47,8,28,3.33,4.95,2.91,Phoenix,Saturday
483,46,Female,5.09,1.79,29,0.4,3.06,1.78,Houston,Sunday
484,53,Male,3.92,9.97,23,2.21,1.85,0.82,Phoenix,Monday
485,42,Female,8.11,9.97,20,0.82,3.86,2.52,New York,Tuesday
486,38,Female,6.49,13.1,15,0.92,0.85,4.15,New York,Wednesday
487,53,Male,3.93,7.47,18,1.01,1.92,3.32,New York,Thursday
488,27,Female,2.64,3.99,11,1.93,1.73,1.69,New York,Friday
489,54,Male,2.4,1.58,14,0.26,2.16,4.68,Los Angeles,Saturday
490,26,Male,10.51,6.4,14,1.99,3.91,4.56,Phoenix,Sunday
491,41,Male,3.68,4.92,8,2.56,2.42,1.05,Chicago,Monday
492,52,Male,8.17,10.89,21,2.42,3.97,0.2,Houston,Tuesday
493,52,Male,9.92,5.61,9,1.91,2.88,3.71,New York,Wednesday
494,53,Female,7.75,13.34,27,4.2,1.71,4.14,Phoenix,Thursday
495,35,Female,10.46,13.51,5,0.73,4.05,4.84,New York,Friday
496,56,Female,5.32,9.07,18,2.53,1.19,4.45,New York,Saturday
497,49,Male,11.52,13.07,20,0.31,1.12,3,New York,Sunday
498,41,Male,2.46,10.89,18,0.36,2.52,2.65,New York,Monday
499,40,Male,2.12,8.11,25,2.87,1.3,0.14,New York,Tuesday
500,49,Female,8.25,3.34,9,2.83,0.05,1.23,Houston,Wednesday
501,54,Male,11.37,6.96,6,4.39,3.24,2.3,Phoenix,Thursday
502,29,Female,9.9,8.29,29,2.79,2.56,3.14,New York,Friday
503,30,Female,1.84,12.23,27,4.8,2.23,2.79,New York,Saturday
504,40,Male,4.07,7.26,10,0.24,4.83,3.71,New York,Sunday
505,42,Male,11.23,12.67,15,0.49,2.86,1.4,New York,Monday
506,52,Female,3.78,9.77,15,0.22,4.32,2.82,Los Angeles,Tuesday
507,58,Male,9.59,2.78,19,0.93,0.7,0.44,Los Angeles,Wednesday
508,47,Female,10.08,13.93,19,2.71,2.85,2.07,Chicago,Thursday
509,34,Male,6.45,7.85,7,3.23,4.34,3.75,New York,Friday
510,37,Male,5.25,6.09,8,0.23,2.92,3.47,Chicago,Saturday
511,42,Female,5.95,9.57,21,4.73,3.59,4.95,Houston,Sunday
512,39,Male,3.5,2.42,15,4.21,1.86,1.39,Chicago,Monday
513,30,Female,10.78,9.28,27,1.48,0.46,2.49,Phoenix,Tuesday
514,36,Male,5.96,7.48,28,0.39,2.29,1.65,Los Angeles,Wednesday
515,53,Female,10.71,6.29,16,0.85,1.97,2.2,Los Angeles,Thursday
516,29,Female,2.16,13.39,24,0.63,4.34,4.28,New York,Friday
517,58,Male,11.87,7.79,6,0.62,1.22,3.42,New York,Saturday
518,36,Female,5.88,3.85,9,2.59,4.83,4.41,Houston,Sunday
519,29,Male,1.53,6.97,10,1.23,4.79,1.02,Houston,Monday
520,26,Male,1.42,12.95,27,1.79,1.24,4.37,Phoenix,Tuesday
521,24,Male,9.21,3.29,15,4.95,1.74,0.3,New York,Wednesday
522,45,Female,8.25,3.78,29,3.42,4.48,4.44,New York,Thursday
523,31,Female,9.82,1.17,8,4.74,4.83,1.65,Houston,Friday
524,48,Male,2.16,1.18,8,0.71,2.22,1.57,Houston,Saturday
525,36,Male,1.39,11.78,26,1.91,1.6,2.56,Houston,Sunday
526,33,Female,6.59,10.52,23,2.77,2.63,4.7,Los Angeles,Monday
527,22,Male,5.26,5.62,5,0.38,3.44,0.24,Chicago,Tuesday
528,52,Male,6.08,10.08,5,0.02,1.37,1.76,Chicago,Wednesday
529,29,Female,11.91,6.14,15,3.35,3.68,4.28,New York,Thursday
530,42,Male,11.68,13.39,24,3.21,0.26,1.98,Los Angeles,Friday
531,38,Female,11.37,13.57,4,2.05,0.25,1,Houston,Saturday
532,53,Male,9.62,6.11,18,2.45,1.93,2.12,New York,Sunday
533,40,Female,4.9,12.1,24,2.08,1.77,1.93,Los Angeles,Monday
534,33,Male,5.53,11.05,8,0.12,1.58,4.58,Phoenix,Tuesday
535,56,Male,7.05,5.03,10,1.68,2.46,3.81,Los Angeles,Wednesday
536,59,Female,10.14,4.02,25,0.89,1.6,2.53,New York,Thursday
537,56,Male,1.76,6.96,10,0.49,0.96,4.94,Chicago,Friday
538,31,Female,5.67,11.16,27,4.78,1.55,2.33,Houston,Saturday
539,48,Male,1.91,13.48,8,3,4.87,0.29,Phoenix,Sunday
540,22,Female,6.66,10.93,16,3.64,2.06,1.31,Los Angeles,Monday
541,52,Female,10.89,12.12,5,1.58,2.22,2.18,New York,Tuesday
542,40,Female,9.61,8.84,12,1.97,2.88,0.78,New York,Wednesday
543,46,Female,3.51,11.86,5,1.18,4.92,4.74,Houston,Thursday
544,28,Male,11.74,11.2,29,0.48,1.21,3.83,New York,Friday
545,35,Male,8.34,5.9,14,0.9,3.41,1.34,New York,Saturday
546,29,Female,1.11,8.18,19,3.99,3.58,2.95,Houston,Sunday
547,26,Female,3.81,11.46,29,3.39,3.04,3.61,Phoenix,Monday
548,27,Female,3.87,1.6,7,2.73,0.44,4.71,Chicago,Tuesday
549,34,Male,1.76,11.51,22,2.38,3.38,4.41,Chicago,Wednesday
550,55,Male,11.56,3.31,27,4.61,0.32,2.58,Los Angeles,Thursday
551,24,Male,6.26,7.69,11,0.36,2.98,3.87,Phoenix,Friday
552,30,Male,10.85,11.51,23,1.4,3.7,2.81,Los Angeles,Saturday
553,57,Female,4.54,4.3,28,1.75,1.05,2.76,Chicago,Sunday
554,59,Female,2.38,4.2,22,3.91,4.21,0.57,Houston,Monday
555,26,Female,6.22,6.24,9,4.96,0.15,0.63,New York,Tuesday
556,44,Male,2.25,12.63,24,1.2,4.22,2.65,Chicago,Wednesday
557,19,Male,6.35,1.01,6,4.37,2.3,1.34,Phoenix,Thursday
558,22,Male,11.12,12.72,15,4.15,1.09,0.11,Chicago,Friday
559,46,Female,6.73,3,15,1.12,0.67,3.61,Phoenix,Saturday
560,54,Female,7.78,13.87,12,2,4.77,0.16,Phoenix,Sunday
561,55,Male,2.72,13.41,20,2.05,0.36,2.98,Phoenix,Monday
562,36,Female,1.48,7.43,19,4.89,1,2.7,Los Angeles,Tuesday
563,25,Male,2.22,7.67,22,0.9,1.74,4.84,Houston,Wednesday
564,18,Male,7.58,7.26,22,4,3.1,2.42,Chicago,Thursday
565,39,Female,2.05,9.26,15,1.67,2.72,0.32,Houston,Friday
566,34,Male,5.14,2.18,19,3.65,0.63,2.76,New York,Saturday
567,24,Female,7.05,1.42,24,2.1,1.45,4.21,Chicago,Sunday
568,42,Male,5.28,1.75,6,2.89,1.19,4.98,Houston,Monday
569,21,Female,2.8,6.78,3,4.16,1.07,2.15,Houston,Tuesday
570,53,Female,4.01,4.58,3,4.02,2.06,1.6,New York,Wednesday
571,23,Female,11.21,9.09,17,4.33,3.52,4.53,Phoenix,Thursday
572,48,Male,8.44,13.9,15,0.3,1.09,0.96,Chicago,Friday
573,36,Male,6.46,6.02,19,3.46,1.83,3.08,Chicago,Saturday
574,56,Female,1.14,8.46,26,0.7,1.95,2.03,New York,Sunday
575,44,Female,11.92,6.4,28,2.08,4.88,0.21,Phoenix,Monday
576,27,Male,8.39,12.01,10,2.74,4.77,1.74,Chicago,Tuesday
577,43,Male,4.49,12.73,20,2.01,4,1.33,Chicago,Wednesday
578,36,Male,10.67,12.41,29,2.6,1.21,3.43,Chicago,Thursday
579,56,Female,3.84,13.67,15,4.98,0.34,4.74,Phoenix,Friday
580,20,Male,6.98,1.36,25,0.68,1.58,1.34,New York,Saturday
581,30,Male,8,11.92,16,3.38,1.33,4.06,Chicago,Sunday
582,45,Female,3.43,10.77,10,1.98,2.53,0.28,Houston,Monday
583,37,Male,11.76,3.97,10,0.67,3.89,2.69,Phoenix,Tuesday
584,45,Male,9.23,13.43,29,0.79,4.29,0.35,Los Angeles,Wednesday
585,25,Male,7.14,2.93,28,4.75,4.22,4.67,New York,Thursday
586,58,Female,2.99,9.83,17,4.4,1.8,3.83,Houston,Friday
587,56,Female,1.59,3.92,29,4.54,3.44,3.29,Chicago,Saturday
588,18,Female,4.52,6.61,15,4.96,1.56,4.12,Los Angeles,Sunday
589,20,Female,9.29,10.35,9,1.04,0.3,3.24,New York,Monday
590,30,Female,3.96,8.32,7,1.78,3.51,4.84,Phoenix,Tuesday
591,45,Female,6.94,6.56,19,3.35,0.05,3.57,Los Angeles,Wednesday
592,42,Female,9.01,5.24,27,2.42,2.05,4.62,Los Angeles,Thursday
593,50,Male,2.19,11.92,18,2.09,1.65,2.59,Houston,Friday
594,55,Male,8.54,2.87,25,1.79,3.47,0.59,New York,Saturday
595,23,Female,2.01,6.59,4,2.97,3.83,2.64,Houston,Sunday
596,49,Male,11.62,12.75,24,2.88,1.52,0.63,Houston,Monday
597,38,Male,6.37,12,20,0.81,4.06,2.96,Chicago,Tuesday
598,33,Female,2.66,6.21,19,2.36,1.47,2.41,Phoenix,Wednesday
599,38,Male,4.77,10.92,9,2.77,2.23,3.11,Los Angeles,Thursday
600,28,Male,5.55,11.7,15,2.85,3.64,0.05,New York,Friday
601,54,Male,9.34,12.56,20,1.05,3.46,0.97,Phoenix,Saturday
602,53,Male,9.18,8.08,16,3.71,4.94,2.46,Phoenix,Sunday
603,52,Male,7.73,3.66,20,0.13,1.13,4.75,New York,Monday
604,36,Female,2.17,4.32,15,1.77,3.31,1.92,Phoenix,Tuesday
605,37,Female,2.67,4.84,13,3.9,3.05,2.12,Chicago,Wednesday
606,35,Female,2.03,8.72,23,2.82,4.58,3.57,Phoenix,Thursday
607,58,Male,7.35,1.43,23,1.31,0.78,3.02,Chicago,Friday
608,31,Female,10.65,9.27,18,3.47,3.76,1.49,Los Angeles,Saturday
609,32,Male,5.77,5.74,25,2.84,2.84,2.05,Los Angeles,Sunday
610,48,Male,2.77,4.84,19,3.98,1.37,1.09,Houston,Monday
611,18,Male,7.14,12.43,10,3.68,2.37,4.83,Chicago,Tuesday
612,20,Male,9.93,6.98,21,3.05,1.67,0.65,Los Angeles,Wednesday
613,33,Female,9.16,2.24,22,2.44,2.9,1.86,Phoenix,Thursday
614,40,Female,10.7,11.75,17,0.67,4.45,0.13,New York,Friday
615,28,Male,4.06,1.62,11,1.31,2.85,1.11,New York,Saturday
616,29,Female,3.13,10.45,22,2.1,3.16,3.9,Chicago,Sunday
617,27,Male,10.68,11.06,12,3,2.59,1.01,Houston,Monday
618,49,Female,8.23,5.58,14,2.57,0.26,0.4,Phoenix,Tuesday
619,33,Female,4.42,11.72,23,1.44,1.16,2.37,Chicago,Wednesday
620,25,Male,9.17,7.7,25,0.03,2.46,0.05,New York,Thursday
621,55,Female,9.97,7.02,22,2.48,1.55,0.42,Chicago,Friday
622,29,Male,7.76,1.59,3,1.43,0.91,4.04,Phoenix,Saturday
623,41,Female,8.57,4.77,27,3.67,2.52,3.86,Los Angeles,Sunday
624,45,Male,5.13,13.1,22,0.12,1.61,4.58,Phoenix,Monday
625,25,Male,6.93,6.09,11,2.92,1.29,4.27,Los Angeles,Tuesday
626,45,Female,6.77,8.11,24,4.71,2.32,3.42,Los Angeles,Wednesday
627,53,Female,10.33,7.92,17,0.87,0.67,0.26,Los Angeles,Thursday
628,43,Male,10.24,8.68,3,2.36,4.64,3.91,Chicago,Friday
629,25,Female,10.16,1.8,14,0.46,4.34,4.23,New York,Saturday
630,45,Female,1.12,5.71,5,3.13,3.54,4,Chicago,Sunday
631,45,Male,9.25,10.4,13,2.75,0.53,2.54,New York,Monday
632,54,Male,9.35,3.61,4,2.04,3.88,1.16,Phoenix,Tuesday
633,58,Female,8.46,3.65,18,2.61,4.04,4.23,Houston,Wednesday
634,53,Male,9.32,1.13,11,4.48,3.84,3.64,Phoenix,Thursday
635,44,Male,10.26,6.69,17,0.98,0.57,4.9,Chicago,Friday
636,34,Male,6.17,12.48,14,0.11,3.22,0.78,Chicago,Saturday
637,26,Female,6.52,1.67,3,4.31,4.17,1.13,New York,Sunday
638,50,Female,2.37,3.48,15,2.89,2.89,1.06,Chicago,Monday
639,37,Male,5.24,5.03,16,4.45,3.23,3.96,Los Angeles,Tuesday
640,30,Female,8.08,10.51,27,2.98,2.29,0.93,Chicago,Wednesday
641,45,Male,9.58,9.33,27,4.05,2.64,0.33,New York,Thursday
642,46,Female,3.39,6.41,10,2.15,0.17,4.99,New York,Friday
643,30,Male,2.52,10.87,10,3.75,3.19,0.12,Los Angeles,Saturday
644,52,Male,8.29,8.93,29,4.57,0.41,4.18,New York,Sunday
645,23,Female,1.02,12.65,14,2.86,2.18,1.83,Houston,Monday
646,35,Male,2.96,11.63,3,0.9,1.46,4.21,Phoenix,Tuesday
647,22,Female,1.32,4.29,13,1.34,2.73,2.77,Chicago,Wednesday
648,42,Female,2.84,4.53,10,0.99,0.67,4.51,Houston,Thursday
649,19,Male,2.99,2.63,12,1.23,3.46,4.63,Chicago,Friday
650,27,Male,5.26,5.38,21,1.53,3.98,0.05,Houston,Saturday
651,47,Female,5.43,13.99,13,2.78,0.82,0.38,Chicago,Sunday
652,22,Male,10.62,6.27,9,2.94,0.52,1.25,Los Angeles,Monday
653,50,Male,6.61,3.87,13,2.13,0.73,3.35,New York,Tuesday
654,18,Male,8.96,10.91,19,3.08,4.39,4.44,New York,Wednesday
655,35,Male,2.15,8.05,3,0.41,2.64,2.3,Los Angeles,Thursday
656,49,Male,3.48,2.94,28,0.44,2.34,3.03,Houston,Friday
657,28,Female,8.73,5.95,23,0.86,0.53,0.94,Phoenix,Saturday
658,38,Female,1.58,6.39,23,2.59,3.25,4.02,Houston,Sunday
659,43,Male,6.35,10.8,10,1.07,4.34,4.84,New York,Monday
660,42,Male,7.59,1.27,25,1.42,4.14,1.34,Phoenix,Tuesday
661,39,Male,7.62,4.5,26,2,3.13,2.47,Chicago,Wednesday
662,44,Female,1.25,7.73,8,4.06,0.38,0.43,Phoenix,Thursday
663,30,Male,4.54,4.5,24,0.07,0.56,2.8,Houston,Friday
664,50,Female,8,9.17,20,3.25,0.25,2.51,Los Angeles,Saturday
665,51,Female,2.64,7.26,8,3.34,1.29,0.72,Chicago,Sunday
666,58,Female,8.65,5.7,7,3.99,0.68,2.21,Houston,Monday
667,52,Male,9.21,13.34,15,4.66,1.3,1.67,Chicago,Tuesday
668,18,Female,11.8,9.22,21,0.1,1.93,2.61,Phoenix,Wednesday
669,38,Male,3.31,2.69,24,0.77,4.71,2.93,New York,Thursday
670,23,Female,10.08,8.28,10,4.43,3.05,0.04,Houston,Friday
671,45,Male,6.72,11.15,11,2.29,4.17,3.81,Los Angeles,Saturday
672,34,Female,5.11,10.21,19,2.82,3.55,3.57,Phoenix,Sunday
673,22,Male,2.35,3.24,5,3.32,0.56,1.83,Houston,Monday
674,48,Female,9.09,13.64,21,3.4,3.68,0.26,Los Angeles,Tuesday
675,22,Male,3.59,6.83,13,4.66,1.38,3.77,Houston,Wednesday
676,55,Male,5.09,3.07,26,4.98,3.2,4.78,Phoenix,Thursday
677,20,Male,1.69,3.34,19,3.6,1.7,1.2,Houston,Friday
678,40,Male,9.82,2.28,23,1.44,4.99,1.62,Chicago,Saturday
679,54,Female,9.43,11.45,21,4.4,1.32,0.92,Phoenix,Sunday
680,54,Female,9.07,2.59,4,0.25,1.4,2.88,Houston,Monday
681,27,Male,4.29,2.63,10,1.16,4.65,0.77,New York,Tuesday
682,27,Female,2.91,12.06,21,4.49,0.12,1.78,Houston,Wednesday
683,36,Male,8.01,5.48,9,1.28,3.48,3.49,Chicago,Thursday
684,34,Male,6.46,1.4,29,1.1,3.63,2.8,Los Angeles,Friday
685,38,Female,2.96,1.67,19,0.69,4.18,1.93,Los Angeles,Saturday
686,31,Male,8.55,2.85,8,4.3,4.87,2.1,Los Angeles,Sunday
687,26,Male,11.9,3.77,21,2.5,4.88,2.81,New York,Monday
688,18,Female,9.22,9.65,26,3.37,0.33,0.03,Chicago,Tuesday
689,30,Male,9.14,3.05,8,1.2,4.11,0.39,Phoenix,Wednesday
690,21,Male,11.45,2.55,4,3.79,3.23,4.41,Los Angeles,Thursday
691,18,Male,3.23,10.94,8,3.8,3.24,0.39,Chicago,Friday
692,57,Male,7.22,9.72,25,1.56,0.64,3.53,Houston,Saturday
693,49,Female,11.78,6.66,7,2.05,3.25,4.6,New York,Sunday
694,51,Female,2.82,8.14,21,1.05,4.91,1.35,Chicago,Monday
695,45,Female,8.7,5.06,22,4.88,4.56,1.85,Chicago,Tuesday
696,48,Male,7.44,7.27,6,3.23,2.2,2.84,Phoenix,Wednesday
697,25,Male,7.45,7.59,24,4.67,0.2,4.41,Chicago,Thursday
698,56,Female,8.67,6.03,28,1.52,1.81,4.71,Phoenix,Friday
699,43,Male,11.23,12.79,19,3.91,4.13,3.7,New York,Saturday
700,51,Male,9.61,1.21,13,3.83,3.51,0.43,New York,Sunday
701,20,Male,1.62,11.17,6,3.46,2.3,3.35,Houston,Monday
702,29,Male,10.38,2.62,28,4.83,0.28,2.05,Phoenix,Tuesday
703,18,Female,3.48,11.37,15,1.97,2.13,2.35,Phoenix,Wednesday
704,22,Female,5.15,9.01,22,0.65,2.35,0.25,Los Angeles,Thursday
705,47,Female,6.08,11.96,28,3.36,4.64,0.96,Los Angeles,Friday
706,47,Male,6.29,2.27,19,3.65,3.21,3.95,Houston,Saturday
707,34,Female,5.79,8.27,11,2.88,1.56,2.27,New York,Sunday
708,40,Female,11.31,7.51,6,1.03,2.63,1.51,Los Angeles,Monday
709,32,Male,8.77,10.18,25,2.52,0.33,1.92,Chicago,Tuesday
710,54,Male,7.94,7.95,16,1.56,4.86,4.27,New York,Wednesday
711,38,Female,1.55,8.03,21,2.14,1.8,3.74,Chicago,Thursday
712,31,Female,10.94,6.58,28,3.23,2.39,1.36,Phoenix,Friday
713,19,Female,11,5.01,5,3.73,1.78,0.59,New York,Saturday
714,28,Female,9.58,7.27,16,1.16,3.41,1.26,Houston,Sunday
